team_code,coaches_codes
VVOWTEAM6---ITA01,"['1921148', '1921149', '1921150', '1921151', '1921189', '1921191', '1921192', '1921193', '1922381', '9430008']"
VVOWTEAM6---JPN01,"['1918532', '1918536', '1918541', '1918543', '1918571', '1918572', '1918573']"
VVOWTEAM6---KEN01,"['1940783', '1941188', '1941189', '1941660', '1943051']"
VVOWTEAM6---NED01,"['1973462', '1973520', '1973524', '1973525', '1973526', '1973532']"
VVOWTEAM6---POL01,"['1928465', '1928466', '1928467', '1928468', '1928469', '1928470', '1928472', '1928477', '1928480', '9430005', '9430006']"
VVOWTEAM6---SRB01,"['1888131', '1888372', '1888495', '1949063', '1949064', '1949065', '1949066', '1949067', '1949069']"
VVOWTEAM6---TUR01,"['1878948', '1878950', '1878952', '1878956', '1878959', '1879040', '1879043', '1879044']"
VVOWTEAM6---USA01,"['1917718', '1917720', '1917721', '1917722', '1917723', '1917725', '1917727', '1917731', '1917868', '1918022', '1935670']"
WPOMTEAM7---AUS01,"['1947623', '1947638', '1968247', '9450002', '9450003']"
WPOMTEAM7---CRO01,"['1915796', '1915797', '1915807', '9450012', '9450013']"
WPOMTEAM7---ESP01,"['1957223', '1957224', '1957225', '9450023', '9450025']"
WPOMTEAM7---FRA01,"['1906462', '1906468', '9450026', '9450027']"
WPOMTEAM7---GRE01,"['1968492', '1968495', '9450016', '9450017', '9450042']"
WPOMTEAM7---HUN01,"['1940967', '1941327', '1942828', '9450028', '9450029']"
WPOMTEAM7---ITA01,"['1925565', '1925590', '1925591', '9450014', '9450015']"
WPOMTEAM7---JPN01,"['1891653', '1891659', '1891667', '9450030', '9450031']"
WPOMTEAM7---MNE01,"['1568648', '1568650', '9450037', '9450038']"
WPOMTEAM7---ROU01,"['1556249', '1556250', '1556255', '9450021', '9450022']"
WPOMTEAM7---SRB01,"['1956472', '1956473', '1956476', '9450010', '9450011']"
WPOMTEAM7---USA01,"['1908401', '1908402', '1908403', '9450040', '9450041']"
WPOWTEAM7---AUS01,"['1947628', '1947636', '1947637', '9450002', '9450032']"
WPOWTEAM7---CAN01,"['1967468', '1967471', '1967472', '9450006', '9450007']"
WPOWTEAM7---CHN01,"['1927270', '1927271', '1927274', '9450008', '9450009']"
WPOWTEAM7---ESP01,"['1957222', '1957226', '1957227', '9450023', '9450024']"
WPOWTEAM7---FRA01,"['1906448', '1906454', '9450039']"
WPOWTEAM7---GRE01,"['1968484', '1968489', '1968491', '9450016', '9450018']"
WPOWTEAM7---HUN01,"['1940930', '1941075', '1941198', '9450004', '9450005']"
WPOWTEAM7---ITA01,"['1925566', '1925620', '9450001', '9450019', '9450020']"
WPOWTEAM7---NED01,"['1968864', '1968868', '1968871', '9450033', '9450034']"
WPOWTEAM7---USA01,"['1908408', '1908409', '1908410', '9450035', '9450036']"
