athlete_code,name,gender,country_code,nationality,disciplines,birth_date
1972102,FOPPEN Mike,M,NED,Netherlands,['Athletics'],29.11.1996
1972105,HASSAN Sifan,F,NED,Netherlands,['Athletics'],1.01.1993
1972110,HONDEMA Pauline,F,NED,Netherlands,['Athletics'],28.03.2000
1972111,van HUNENSTIJN Marije,F,NED,Netherlands,['Athletics'],2.03.1995
1972113,JIYA Tasa,F,NED,Netherlands,['Athletics'],16.09.1997
1972115,KLAVER Lieke,F,NED,Netherlands,['Athletics'],20.08.1998
1972116,KLEIN IKKINK Isaya,M,NED,Netherlands,['Athletics'],13.05.2003
1972117,van KLINKEN Jorinde,F,NED,Netherlands,['Athletics'],2.02.2000
1972121,KOSTER Maureen,F,NED,Netherlands,['Athletics'],3.07.1992
1972123,LAROS Niels,M,NED,Netherlands,['Athletics'],17.04.2005
1972127,LUIJTEN Anne,F,NED,Netherlands,['Athletics'],4.04.1994
1972132,MARTINA Churandy,M,NED,Netherlands,['Athletics'],3.07.1984
1972133,MO-AJOK Xavi,M,NED,Netherlands,['Athletics'],16.09.2002
1972138,ELBANNA Abdelkhalek,M,EGY,Egypt,['Rowing'],4.07.1988
1972168,JULIUS Ryan,M,RSA,South Africa,['Hockey'],19.07.1995
1972171,ABDELAAL Ahmed,M,EGY,Egypt,['Rowing'],2.02.1994
1972173,SHERWOOD Bradley,M,RSA,South Africa,['Hockey'],28.05.1999
1972180,CASSIEM Abdud-Dayaan,M,RSA,South Africa,['Hockey'],1.12.1998
1972182,CASSIEM Mustaphaa,M,RSA,South Africa,['Hockey'],19.03.2002
1972183,KRAAI Zenani,M,RSA,South Africa,['Hockey'],5.11.2000
1972185,HORNE Keenan,M,RSA,South Africa,['Hockey'],17.06.1992
1972186,BELL Daniel,M,RSA,South Africa,['Hockey'],28.09.1994
1972187,HOBSON Andrew,M,RSA,South Africa,['Hockey'],20.03.1998
1972189,SPOONER Nicholas,M,RSA,South Africa,['Hockey'],28.08.1991
1972190,KOK Tevin Michael,M,RSA,South Africa,['Hockey'],20.10.1996
1972191,MVIMBI Samkelo,M,RSA,South Africa,['Hockey'],23.01.1999
1972193,JONES Gowan,M,RSA,South Africa,['Hockey'],24.06.1989
1972196,van TONDER Jacque,M,RSA,South Africa,['Hockey'],11.04.2000
1972199,NTULI Nqobile,M,RSA,South Africa,['Hockey'],15.01.1996
1972203,GUISE-BROWN Matthew,M,RSA,South Africa,['Hockey'],13.09.1991
1972212,DAVIS Calvin,M,RSA,South Africa,['Hockey'],22.11.2003
1972226,NILLESSEN Stefan,M,NED,Netherlands,['Athletics'],2.01.2003
1972229,MOHAMED KOTA Mohamed,M,EGY,Egypt,['Rowing'],27.02.1997
1972230,SCHILDER Jessica,F,NED,Netherlands,['Athletics'],19.03.1999
1972233,NAGEEYE Abdi,M,NED,Netherlands,['Athletics'],2.03.1989
1972234,OMALLA Eugene,M,NED,Netherlands,['Athletics'],5.10.2000
1972236,OOSTERWEGEL Emma,F,NED,Netherlands,['Athletics'],29.06.1998
1972240,PEETERS Cathelijn,F,NED,Netherlands,['Athletics'],6.11.1996
1972247,ROOSEN Sven,M,NED,Netherlands,['Athletics'],27.07.2001
1972248,SAALBERG Eveline,F,NED,Netherlands,['Athletics'],30.07.1998
1972249,SAMUEL Jamile,F,NED,Netherlands,['Athletics'],24.04.1992
1972251,van der SCHOOT Myrte,F,NED,Netherlands,['Athletics'],16.04.2004
1972254,SEDNEY Naomi,F,NED,Netherlands,['Athletics'],17.12.1994
1972256,ALLAHVERDIYEV Murad,M,AZE,Azerbaijan,['Boxing'],29.08.2002
1972261,SMIDT Nick,M,NED,Netherlands,['Athletics'],12.05.1997
1972266,TAAM Rik,M,NED,Netherlands,['Athletics'],17.01.1997
1972268,TJIN-A-LIM Maayke,F,NED,Netherlands,['Athletics'],10.01.1998
1972274,VETTER Anouk,F,NED,Netherlands,['Athletics'],4.02.1993
1972275,VISSER Nadine,F,NED,Netherlands,['Athletics'],9.02.1995
1972277,VLOON Menno,M,NED,Netherlands,['Athletics'],11.05.1994
1972288,de WITTE Lisanne,F,NED,Netherlands,['Athletics'],10.09.1992
1972291,HUSEYNOV Nijat,M,AZE,Azerbaijan,['Boxing'],31.03.2003
1972293,SANFORD Wyatt,M,CAN,Canada,['Boxing'],3.11.1998
1972309,THIBEAULT Tammara Amanda,F,CAN,Canada,['Boxing'],27.12.1996
1972337,HEYDAROV Hidayat,M,AZE,Azerbaijan,['Judo'],27.07.1997
1972341,ABDULLAYEV Mahammad,M,AZE,Azerbaijan,['Boxing'],6.04.1999
1972343,ALFONSO DOMINGUEZ Loren Berto,M,AZE,Azerbaijan,['Boxing'],28.07.1995
1972344,RAMAZANOVA Yaylagul,F,AZE,Azerbaijan,['Archery'],18.01.1990
1972347,VALIZADA Ramil,M,AZE,Azerbaijan,['Swimming'],16.02.2004
1972351,MAHSUDOVA Seljan,F,AZE,Azerbaijan,['Trampoline Gymnastics'],28.08.2003
1972352,AGHAMIROVA Zohra,F,AZE,Azerbaijan,['Rhythmic Gymnastics'],8.08.2001
1972355,LUZAN Yelyzaveta,F,AZE,Azerbaijan,['Rhythmic Gymnastics'],14.03.2003
1972356,ALIMURADOVA Laman,F,AZE,Azerbaijan,['Rhythmic Gymnastics'],29.11.2004
1972357,AGHALARZADE Gullu,F,AZE,Azerbaijan,['Rhythmic Gymnastics'],25.10.2003
1972358,SOROKINA Darya,F,AZE,Azerbaijan,['Rhythmic Gymnastics'],29.11.2002
1972360,HUMMATOVA Zeynab,F,AZE,Azerbaijan,['Rhythmic Gymnastics'],6.12.1999
1972361,AGHAYEV Balabay,M,AZE,Azerbaijan,['Judo'],30.09.1998
1972364,TCKAEV Zelim,M,AZE,Azerbaijan,['Judo'],2.05.1999
1972365,HAJIYEV Eljan,M,AZE,Azerbaijan,['Judo'],29.04.2002
1972367,KOTSOIEV Zelym,M,AZE,Azerbaijan,['Judo'],9.08.1998
1972368,KOKAURI Ushangi,M,AZE,Azerbaijan,['Judo'],10.01.1992
1972425,URENA Oscar,M,DOM,Dominican Republic,['Football'],31.05.2003
1972512,de BROUWER Noortje,F,NED,Netherlands,['Artistic Swimming'],9.03.1999
1972513,de BROUWER Bregje,F,NED,Netherlands,['Artistic Swimming'],9.03.1999
1972514,PRAASTERINK Else,F,NED,Netherlands,['Diving'],10.03.2003
1972515,van ROUWENDAAL Sharon,F,NED,Netherlands,['Marathon Swimming'],9.09.1993
1972516,van KOOTEN Janna,F,NED,Netherlands,['Swimming'],14.08.2004
1972517,van NUNEN Sam,F,NED,Netherlands,['Swimming'],15.03.2001
1972518,de JONG Imani,F,NED,Netherlands,['Swimming'],28.05.2002
1972519,BUSCH Kim,F,NED,Netherlands,['Swimming'],16.06.1998
1972522,STEENBERGEN Marrit,F,NED,Netherlands,['Swimming'],11.01.2000
1972523,de WAARD Maaike,F,NED,Netherlands,['Swimming'],11.10.1996
1972524,van ROON Valerie,F,NED,Netherlands,['Swimming'],13.08.1998
1972525,SCHOUTEN Tes,F,NED,Netherlands,['Swimming'],31.12.2000
1972526,TOUSSAINT Kira,F,NED,Netherlands,['Swimming'],22.05.1994
1972527,GIELE Tessa,F,NED,Netherlands,['Swimming'],1.11.2002
1972528,HOLKENBORG Silke,F,NED,Netherlands,['Swimming'],31.08.2001
1972542,KORSTANJE Nyls,M,NED,Netherlands,['Swimming'],5.02.1999
1972543,NIEWOLD Sean,M,NED,Netherlands,['Swimming'],20.04.2002
1972545,CORBEAU Caspar,M,NED,Netherlands,['Swimming'],3.04.2001
1972546,KAMMINGA Arno,M,NED,Netherlands,['Swimming'],22.10.1995
1972549,SIMONS Kenzo,M,NED,Netherlands,['Swimming'],13.04.2001
1972550,van WESTERING Kai,M,NED,Netherlands,['Swimming'],11.10.2003
1972551,PIJNENBURG Stan,M,NED,Netherlands,['Swimming'],4.11.1996
1972567,URBAEZ Joao,M,DOM,Dominican Republic,['Football'],24.07.2002
1972569,TJON-A-JOE Renzo,M,NED,Netherlands,['Swimming'],8.07.1995
1972599,HASANOV Malik,M,AZE,Azerbaijan,['Boxing'],30.04.1998
1972612,MAMMADALIYEVA Gultaj,F,AZE,Azerbaijan,['Judo'],20.09.1999
1972613,ALIYEVA Leyla,F,AZE,Azerbaijan,['Judo'],1.09.1997
1972627,DABROWSKI Gabriela,F,CAN,Canada,['Tennis'],1.04.1992
1972634,RAONIC Milos,M,CAN,Canada,['Tennis'],27.12.1990
1972636,FERNANDEZ Leylah,F,CAN,Canada,['Tennis'],6.09.2002
1972643,ANDREESCU Bianca,F,CAN,Canada,['Tennis'],16.06.2000
1972646,AUGER-ALIASSIME Felix,M,CAN,Canada,['Tennis'],8.08.2000
1973010,MBABI Brigitte,F,COD,DR Congo,['Boxing'],4.05.2002
1973027,COULIBALY Ismael,M,MLI,Mali,['Taekwondo'],20.11.1992
1973052,CHAN Nok Sze Daphne,F,HKG,"Hong Kong, China",['Fencing'],12.03.2005
1973077,BLACK Elsabeth,F,CAN,Canada,['Artistic Gymnastics'],8.09.1995
1973084,CLAY Zachary,M,CAN,Canada,['Artistic Gymnastics'],5.07.1995
1973086,COURNOYER Rene,M,CAN,Canada,['Artistic Gymnastics'],23.04.1997
1973090,DOLCI Felix,M,CAN,Canada,['Artistic Gymnastics'],5.05.2002
1973092,EMARD William,M,CAN,Canada,['Artistic Gymnastics'],17.03.2000
1973101,LEE Cassandra,F,CAN,Canada,['Artistic Gymnastics'],15.10.2005
1973102,METHOT Sophiane,F,CAN,Canada,['Trampoline Gymnastics'],3.08.1998
1973106,OLSEN Shallon,F,CAN,Canada,['Artistic Gymnastics'],10.07.2000
1973123,STEWART Ava,F,CAN,Canada,['Artistic Gymnastics'],30.09.2005
1973127,TRAN Aurelie,F,CAN,Canada,['Artistic Gymnastics'],25.05.2006
1973132,ZAKUTNEY Samuel,M,CAN,Canada,['Artistic Gymnastics'],6.10.1998
1973201,ARFA Fares,M,CAN,Canada,['Fencing'],16.10.1994
1973202,BRIND'AMOUR Pamela,F,CAN,Canada,['Fencing'],12.01.1993
1973203,BROSZUS Blake,M,CAN,Canada,['Fencing'],22.11.2000
1973205,CAUCHON Francois,M,CAN,Canada,['Fencing'],26.04.2000
1973207,DESROSIERS Olivier,M,CAN,Canada,['Fencing'],21.08.2004
1973208,FANG Sabrina,F,CAN,Canada,['Fencing'],22.06.2005
1973209,GORDON Shaul,M,CAN,Canada,['Fencing'],11.07.1994
1973210,GU Daniel,M,CAN,Canada,['Fencing'],20.05.1998
1973211,GUO Jessica Zi Jia,F,CAN,Canada,['Fencing'],23.06.2005
1973212,HAMILTON Bogdan,M,CAN,Canada,['Fencing'],2.01.2004
1973213,HARVEY Eleanor,F,CAN,Canada,['Fencing'],14.01.1995
1973215,van HAASTER Maximilien,M,CAN,Canada,['Fencing'],19.06.1992
1973217,XIAO Ruien,F,CAN,Canada,['Fencing'],7.11.2007
1973218,ZHANG Nicholas,M,CAN,Canada,['Fencing'],20.06.2006
1973219,ZHANG Yunjia,F,CAN,Canada,['Fencing'],14.09.2007
1973227,NUNEZ Yeral,M,DOM,Dominican Republic,['Athletics'],9.01.2003
1973314,DRONOVA Tamara,F,AIN,Russian Federation,['Cycling Road'],13.08.1993
1973345,AHMED EID,M,EGY,Egypt,['Football'],2.01.2001
1973355,MEW JENSEN Scarlett,F,GBR,Great Britain,['Diving'],31.12.2001
1973385,van DAM Anne,F,NED,Netherlands,['Golf'],2.10.1995
1973408,ROEFFEN Quinty,F,NED,Netherlands,['Archery'],8.09.2005
1973409,van der WINKEL Laura,F,NED,Netherlands,['Archery'],15.11.2001
1973411,SCHLOESSER Gaby,F,NED,Netherlands,['Archery'],18.02.1994
1973414,WIJLER Steve,M,NED,Netherlands,['Archery'],19.09.1996
1973451,van AALEN Sarah,F,NED,Netherlands,['Volleyball'],21.01.2000
1973456,PLAK Celeste,F,NED,Netherlands,['Volleyball'],26.10.1995
1973457,KNOLLEMA Jolien,F,NED,Netherlands,['Volleyball'],5.01.2003
1973459,LOHUIS Juliet,F,NED,Netherlands,['Volleyball'],10.09.1996
1973460,BUIJS Anne,F,NED,Netherlands,['Volleyball'],2.12.1991
1973461,BONGAERTS Britt,F,NED,Netherlands,['Volleyball'],3.11.1996
1973464,BAIJENS Indy,F,NED,Netherlands,['Volleyball'],4.02.2001
1973467,JASPER Marrit,F,NED,Netherlands,['Volleyball'],28.02.1996
1973468,DAALDEROP Nika,F,NED,Netherlands,['Volleyball'],29.11.1998
1973469,TIMMERMAN Eline,F,NED,Netherlands,['Volleyball'],30.12.1998
1973470,REESINK Florien,F,NED,Netherlands,['Volleyball'],9.06.1998
1973471,DAMBRINK Elles,F,NED,Netherlands,['Volleyball'],22.06.2003
1973477,MARRING Nova,F,NED,Netherlands,['Volleyball'],6.09.2001
1973564,ROBINSON Adrian,M,BOT,Botswana,['Swimming'],11.04.2000
1973925,WETTSTEIN Nicolas,M,ECU,Ecuador,['Equestrian'],30.03.1981
1973931,IHEZUO Chinwendu,F,NGR,Nigeria,['Football'],30.04.1997
1973934,BANDA Diana,F,ZAM,Zambia,['Football'],5.09.2002
1973936,ZABALA G. Ronald,M,ECU,Ecuador,['Equestrian'],26.09.1966
1973939,MUCHINGA Esther,F,ZAM,Zambia,['Football'],16.11.2000
1973942,MENDOZA LOOR Julio,M,ECU,Ecuador,['Equestrian'],8.04.1979
1973994,SCOTT Jordan,M,JAM,Jamaica,['Athletics'],29.06.1997
1974002,EL KAJOUI Munir,M,MAR,Morocco,['Football'],10.05.1989
1974033,ABDUL-RASHID Mariam,F,CAN,Canada,['Athletics'],21.09.1997
1974038,ADJIBI Eliezer,M,CAN,Canada,['Athletics'],23.09.2000
1974040,AHMED Mohammed,M,CAN,Canada,['Athletics'],5.01.1991
1974048,AROP Marco,M,CAN,Canada,['Athletics'],20.09.1998
1974049,ASEMOTA Duan,M,CAN,Canada,['Athletics'],29.08.1996
1974065,BLAKE Jerome,M,CAN,Canada,['Athletics'],18.08.1995
1974072,BROWN Aaron,M,CAN,Canada,['Athletics'],27.05.1992
1974087,CONSTANTINE Kyra,F,CAN,Canada,['Athletics'],1.08.1998
1974090,CURRENT Kate,F,CAN,Canada,['Athletics'],16.02.1998
1974096,De GRASSE Andre,M,CAN,Canada,['Athletics'],10.11.1994
1974097,DESGAGNES Jean-Simon,M,CAN,Canada,['Athletics'],26.07.1998
1974102,DUNFEE Evan,M,CAN,Canada,['Athletics'],28.09.1990
1974105,ELMORE Malindi,F,CAN,Canada,['Athletics'],13.03.1980
1974106,EMMANUEL-AHYE Crystal,F,CAN,Canada,['Athletics'],27.11.1991
1974110,FAFARD Thomas,M,CAN,Canada,['Athletics'],6.12.1998
1974115,FLANAGAN Benjamin,M,CAN,Canada,['Athletics'],11.01.1995
1974120,GALE Lauren,F,CAN,Canada,['Athletics'],1.01.2000
1974131,HAMILTON Rowan,M,CAN,Canada,['Athletics'],29.01.2000
1974133,HARRISON Michelle,F,CAN,Canada,['Athletics'],6.12.1992
1974144,SCOTT Briana,F,CAN,Canada,['Athletics'],27.06.1990
1974151,KATZBERG Ethan,M,CAN,Canada,['Athletics'],5.04.2002
1974152,KEENAN Adam,M,CAN,Canada,['Athletics'],26.09.1993
1974168,LECLAIR Marie-Eloise,F,CAN,Canada,['Athletics'],10.09.2002
1974169,LEDUC Audrey,F,CAN,Canada,['Athletics'],9.03.1999
1974176,LEVINS Cameron,M,CAN,Canada,['Athletics'],28.03.1989
1974177,LINKLETTER Rory,M,CAN,Canada,['Athletics'],12.08.1996
1974185,LUMB Kieran,M,CAN,Canada,['Athletics'],2.08.1998
1974186,LUNDMAN Olivia,F,CAN,Canada,['Athletics'],3.01.2003
1974192,MADOGO Jacqueline,F,CAN,Canada,['Athletics'],14.04.2000
1974201,McCABE Ceili,F,CAN,Canada,['Athletics'],17.09.2001
1974203,McCREATH Sade,F,CAN,Canada,['Athletics'],25.06.1996
1974207,MITTON Sarah,F,CAN,Canada,['Athletics'],20.06.1996
1974208,MORALES-WILLIAMS Christopher,M,CAN,Canada,['Athletics'],5.08.2004
1974212,MURRAY Malachi,M,CAN,Canada,['Athletics'],18.03.2000
1974215,NEWELL Anicka,F,CAN,Canada,['Athletics'],5.08.1993
1974216,NEWMAN Alysha,F,CAN,Canada,['Athletics'],29.06.1994
1974233,PHILIBERT-THIBOUTOT Charles,M,CAN,Canada,['Athletics'],31.12.1990
1974237,PLOURDE Simone,F,CAN,Canada,['Athletics'],8.07.2000
1974242,PRICE Madeline,F,CAN,Canada,['Athletics'],11.09.1995
1974247,CARROLL Sydney,F,CAN,Canada,['Artistic Swimming'],15.11.2002
1974249,FINN Scarlett,F,CAN,Canada,['Artistic Swimming'],25.02.2002
1974253,LAMOTHE Audrey,F,CAN,Canada,['Artistic Swimming'],18.02.2005
1974255,NEWMAN Jonnie,F,CAN,Canada,['Artistic Swimming'],7.03.2006
1974256,PLANTE Raphaelle,F,CAN,Canada,['Artistic Swimming'],19.08.2002
1974257,PRIDDELL Kenzie,F,CAN,Canada,['Artistic Swimming'],8.07.1997
1974260,SCHEFFEL Claire,F,CAN,Canada,['Artistic Swimming'],19.09.2003
1974261,SIMONEAU Jacqueline,F,CAN,Canada,['Artistic Swimming'],29.09.1996
1974263,TREMBLAY Florence,F,CAN,Canada,['Artistic Swimming'],13.07.2004
1974289,RODNEY Brendon,M,CAN,Canada,['Athletics'],9.04.1992
1974290,ROGERS Camryn,F,CAN,Canada,['Athletics'],7.06.1999
1974302,SHERAR Zoe,F,CAN,Canada,['Athletics'],7.11.1999
1974304,SHUKLA Jazz,F,CAN,Canada,['Athletics'],24.08.1998
1974314,STAFFORD Lucia,F,CAN,Canada,['Athletics'],17.08.1998
1974316,STIVERNE Aiyanna,F,CAN,Canada,['Athletics'],20.02.1995
1974317,SUTHERLAND Savannah,F,CAN,Canada,['Athletics'],7.08.2003
1974324,THORNE Craig,M,CAN,Canada,['Athletics'],3.01.2001
1974335,WARNER Damian,M,CAN,Canada,['Athletics'],4.11.1989
1974349,YEE Regan,F,CAN,Canada,['Athletics'],4.07.1995
1974672,DEMEHIN Blessing,F,NGR,Nigeria,['Football'],13.03.2002
1974721,TAHIF Adil,M,MAR,Morocco,['Football'],24.02.2001
1974724,CHILESHE Rhoda,F,ZAM,Zambia,['Football'],8.05.1998
1974822,RODRIGUEZ TENORIO Jose Gabriel,M,ECU,Ecuador,['Boxing'],4.06.1997
1974825,KANU Uchenna,F,NGR,Nigeria,['Football'],20.06.1997
1974835,BALLARD Erynn,F,CAN,Canada,['Equestrian'],13.09.1980
1974845,CARIER BERGERON Camille,F,CAN,Canada,['Equestrian'],21.03.2000
1974850,DESLAURIERS Mario,M,CAN,Canada,['Equestrian'],23.02.1965
1974855,PHOENIX Jessica,F,CAN,Canada,['Equestrian'],16.10.1983
1974858,FOSTER Tiffany,F,CAN,Canada,['Equestrian'],24.07.1984
1974865,IRVING Jill,F,CAN,Canada,['Equestrian'],4.04.1963
1974875,LOACH Colleen,F,CAN,Canada,['Equestrian'],10.04.1983
1974881,MILLAR Amy,F,CAN,Canada,['Equestrian'],14.02.1977
1974883,MOREIRA LALIBERTE Naima,F,CAN,Canada,['Equestrian'],30.10.1996
1974890,SLEZAK Karl,M,CAN,Canada,['Equestrian'],14.12.1981
1974898,von MARTELS Chris,M,CAN,Canada,['Equestrian'],13.10.1982
1974900,WINTER Michael,M,CAN,Canada,['Equestrian'],16.08.1974
1974905,CONGO CHALA Gerlon Gilmar,M,ECU,Ecuador,['Boxing'],1.03.2001
1974913,ACHONWA Natalie,F,CAN,Canada,['Basketball'],22.11.1992
1974916,ALEXANDER Kayla,F,CAN,Canada,['Basketball'],5.01.1991
1974918,ALEXANDER-WALKER Nickeil,M,CAN,Canada,['Basketball'],2.09.1998
1974919,AMIHERE Laeticia,F,CAN,Canada,['Basketball'],10.07.2001
1974922,BARRETT Rj,M,CAN,Canada,['Basketball'],14.06.2000
1974931,BIRCH Khem,M,CAN,Canada,['Basketball'],28.09.1992
1974933,BOSCH Kacie,F,CAN,Canada,['3x3 Basketball'],20.11.1996
1974936,BROOKS Dillon,M,CAN,Canada,['Basketball'],22.01.1996
1974938,CARLETON Bridget,F,CAN,Canada,['Basketball'],22.05.1997
1974942,COLLEY Shay,F,CAN,Canada,['Basketball'],6.01.1996
1974944,CROZON Paige,F,CAN,Canada,['3x3 Basketball'],5.07.1994
1974948,DORT Luguentz,M,CAN,Canada,['Basketball'],19.04.1999
1974950,EDWARDS Aaliyah,F,CAN,Canada,['Basketball'],9.07.2002
1974951,EJIM Melvin,M,CAN,Canada,['Basketball'],4.03.1991
1974952,EJIM Yvonne,F,CAN,Canada,['Basketball'],9.04.2002
1974954,FIELDS Nirra,F,CAN,Canada,['Basketball'],3.12.1993
1974957,GILGEOUS-ALEXANDER Shai,M,CAN,Canada,['Basketball'],12.07.1998
1974965,HILL Sami,F,CAN,Canada,['Basketball'],22.11.1994
1974979,LYLES Trey,M,CAN,Canada,['Basketball'],5.11.1995
1974987,MURRAY Jamal,M,CAN,Canada,['Basketball'],23.02.1997
1974988,NEMBHARD Andrew,M,CAN,Canada,['Basketball'],16.01.2000
1974990,NURSE Kia,F,CAN,Canada,['Basketball'],22.02.1996
1974993,OLYNYK Kelly,M,CAN,Canada,['Basketball'],19.04.1991
1974999,PLOUFFE Katherine,F,CAN,Canada,['3x3 Basketball'],15.09.1992
1975000,PLOUFFE Michelle,F,CAN,Canada,['3x3 Basketball'],15.09.1992
1975003,POWELL Dwight,M,CAN,Canada,['Basketball'],20.07.1991
1975006,PROSPER Cassandre,F,CAN,Canada,['Basketball'],25.06.2005
1975020,SWORDS Syla,F,CAN,Canada,['Basketball'],28.01.2006
1975054,PALACIOS ESPINOZA Maria Jose,F,ECU,Ecuador,['Boxing'],18.10.1998
1975075,NNADOZIE Chiamaka,F,NGR,Nigeria,['Football'],8.12.2000
1975237,GONZALEZ Peter,M,DOM,Dominican Republic,['Football'],25.07.2002
1975390,OHALE Osinachi,F,NGR,Nigeria,['Football'],21.12.1991
1975420,CAMARA Ousmane,M,GUI,Guinea,['Football'],3.11.2001
1975454,DIALLO Amadou,M,GUI,Guinea,['Football'],13.07.2006
1975455,CAMARA Issiaga,M,GUI,Guinea,['Football'],2.02.2005
1975465,DIAWARA Amadou,M,GUI,Guinea,['Football'],17.07.1997
1975792,LV Yixiao,F,CHN,China,['Sailing'],11.10.1994
1975800,TAI TIN William,M,SAM,Samoa,['Judo'],11.06.1985
1975826,HATCH Jarod,M,PHI,Philippines,['Swimming'],10.12.1998
1975829,SANCHEZ Kayla,F,PHI,Philippines,['Swimming'],7.04.2001
1975874,YULO Carlos Edriel,M,PHI,Philippines,['Artistic Gymnastics'],16.02.2000
1975895,FINNEGAN Aleah,F,PHI,Philippines,['Artistic Gymnastics'],4.01.2003
1975948,LAMA Duana,F,NEP,Nepal,['Swimming'],14.07.2006
1975955,OKEKE Chidinma,F,NGR,Nigeria,['Football'],11.08.2000
1975967,OKORONKWO Esther,F,NGR,Nigeria,['Football'],27.03.1997
1975982,EGNER Maxine,F,BOT,Botswana,['Swimming'],12.07.2004
1975988,SIAMFUKO Esther,F,ZAM,Zambia,['Football'],8.08.2004
1975991,OLUEHI Tochukwu,F,NGR,Nigeria,['Football'],2.05.1987
1976002,DELGACO Joanie,F,PHI,Philippines,['Rowing'],1.03.1998
1976006,ONUMONU Ifeoma,F,NGR,Nigeria,['Football'],25.02.1994
1976010,CHILUFYA Prisca,F,ZAM,Zambia,['Football'],8.06.1999
1976014,LUBANDJI Ochumba,F,ZAM,Zambia,['Football'],1.07.2001
1976022,OSHOALA Asisat,F,NGR,Nigeria,['Football'],9.10.1994
1976100,GARDINER Rija Vatomanga,M,MAD,Madagascar,['Athletics'],9.12.1999
1976238,KALU Ezinne,F,NGR,Nigeria,['Basketball'],26.06.1992
1976250,MINO Alberto,M,ECU,Ecuador,['Table Tennis'],21.08.1990
1976306,POLAK Eleni-Klaoudia,F,GRE,Greece,['Athletics'],9.09.1996
1976319,BICKEL Lena,F,SUI,Switzerland,['Artistic Gymnastics'],22.12.2004
1976333,BURFORD Thalya,F,SUI,Switzerland,['Cycling BMX Racing'],25.11.2003
1976398,CONDRAU Dominic,M,SUI,Switzerland,['Rowing'],17.08.1999
1976404,FRIDELANCE Sylvain,M,SUI,Switzerland,['Triathlon'],14.07.1995
1976411,LEKAMGE Dilhani,F,SRI,Sri Lanka,['Athletics'],14.01.1987
1976416,ABRAHAM Tadesse,M,SUI,Switzerland,['Athletics'],12.08.1982
1976419,AEBERHARD Nadine,F,SUI,Switzerland,['Cycling BMX Racing'],28.05.2002
1976421,AHUMADA Raphael,M,SUI,Switzerland,['Rowing'],20.05.2001
1976426,ANDRES Michelle,F,SUI,Switzerland,['Cycling Track'],26.05.1997
1976431,ATCHO-JAQUIER Sarah,F,SUI,Switzerland,['Athletics'],1.06.1995
1976436,BAERLOCHER Scott,M,SUI,Switzerland,['Rowing'],30.08.1997
1976441,BAYARD Alexis,M,SUI,Switzerland,['Fencing'],11.06.1996
1976442,BEHAR Tiago,M,SUI,Switzerland,['Swimming'],5.03.2002
1976449,BISSEGGER Stefan,M,SUI,Switzerland,['Cycling Road'],13.09.1998
1976452,BOEBNER Esmee,F,SUI,Switzerland,['Beach Volleyball'],3.11.1999
1976455,BOLLIN Thierry,M,SUI,Switzerland,['Swimming'],11.01.2000
1976458,BONVIN Julien,M,SUI,Switzerland,['Athletics'],10.01.1999
1976460,BRIFFOD Adrien,M,SUI,Switzerland,['Triathlon'],2.08.1994
1976465,BRUNNER Nina,F,SUI,Switzerland,['Beach Volleyball'],14.10.1995
1976466,BRUNNER Patrick,M,SUI,Switzerland,['Rowing'],6.12.2000
1976467,BRUNNER Pauline,F,SUI,Switzerland,['Fencing'],3.12.1994
1976469,BURGI Celine,F,SUI,Switzerland,['Athletics'],22.09.1999
1976473,BUTTI Cedric,M,SUI,Switzerland,['Cycling BMX Racing'],23.07.1999
1976476,CHABBEY Elise,F,SUI,Switzerland,['Cycling Road'],24.04.1993
1976479,CHRISTEN Nina,F,SUI,Switzerland,['Shooting'],7.02.1994
1976480,CLAESSENS Zoe,F,SUI,Switzerland,['Cycling BMX Racing'],28.04.2001
1976481,COLOMBO Elia,M,SUI,Switzerland,['Sailing'],14.09.1995
1976486,DALLENBACH Alexandre,M,SUI,Switzerland,['Modern Pentathlon'],31.07.1991
1976487,de PLANTA Arno,M,SUI,Switzerland,['Sailing'],12.03.1999
1976489,DERRON Julie,F,SUI,Switzerland,['Triathlon'],10.09.1996
1976490,DESPLANCHES Jeremy,M,SUI,Switzerland,['Swimming'],7.08.1994
1976491,DEVANTAY Charles,M,SUI,Switzerland,['Athletics'],14.02.1998
1976496,DJAKOVIC Antonio,M,SUI,Switzerland,['Swimming'],8.10.2002
1976497,DOUGOUD Martin,M,SUI,Switzerland,['Canoe Slalom'],19.05.1991
1976500,DUCARROZ Nikita,F,SUI,Switzerland,['Cycling BMX Freestyle'],12.08.1996
1976502,DUPRE Celia,F,SUI,Switzerland,['Rowing'],30.08.2001
1976503,DUERR Christoph,M,SUI,Switzerland,['Shooting'],28.04.1996
1976506,EHAMMER Simon,M,SUI,Switzerland,['Athletics'],7.02.2000
1976507,EICH Daniel,M,SUI,Switzerland,['Judo'],2.04.2000
1976512,FAHR Annina,F,SUI,Switzerland,['Athletics'],6.04.1993
1976519,FLUECKIGER Mathias,M,SUI,Switzerland,['Cycling Mountain Bike'],27.09.1988
1976524,FREI Sina,F,SUI,Switzerland,['Cycling Mountain Bike'],18.07.1997
1976527,FREY Geraldine,F,SUI,Switzerland,['Athletics'],19.06.1997
1976530,FUCHS Martin,M,SUI,Switzerland,['Equestrian'],13.07.1992
